Beneficiários por Município
Assistência Médica por Município
Período:Dez/2022
"Município";"Assistência_Médica"
"431447 Pinhal Grande";87
"431449 Pinheirinho do Vale";321
"431450 Pinheiro Machado";891
"431455 Pirapó";193
"431460 Piratini";395
"431470 Planalto";294
"431475 Poço das Antas";350
"431477 Pontão";135
"431478 Ponte Preta";42
"431480 Portão";7149
"431490 Porto Alegre";596784
"431500 Porto Lucena";131
"431505 Porto Mauá";239
"431507 Porto Vera Cruz";17
"431510 Porto Xavier";282
"431513 Pouso Novo";45
"431514 Presidente Lucena";372
"431515 Progresso";487
"431517 Protásio Alves";182
"431520 Putinga";414
"431530 Quaraí";717
"431531 Quatro Irmãos";77
"431532 Quevedos";26
"431535 Quinze de Novembro";540
"431540 Redentora";334
"431545 Relvado";172
"431550 Restinga Seca";1433
"431555 Rio dos Índios";65
"431560 Rio Grande";48041
"431570 Rio Pardo";3341
"431575 Riozinho";103
"431580 Roca Sales";2599
"431590 Rodeio Bonito";196
"431595 Rolador";27
"431600 Rolante";1198
"431610 Ronda Alta";295
"431620 Rondinha";187
"431630 Roque Gonzales";679
"431640 Rosário do Sul";1696
"431642 Sagrada Família";47
"431643 Saldanha Marinho";208
"431645 Salto do Jacuí";1079
"431647 Salvador das Missões";361
"431650 Salvador do Sul";1788
"431660 Sananduva";1326
"431710 Sant' Ana do Livramento";6864
"431670 Santa Bárbara do Sul";920
"431673 Santa Cecília do Sul";39
"431675 Santa Clara do Sul";928
"431680 Santa Cruz do Sul";38266
"431697 Santa Margarida do Sul";9
"431690 Santa Maria";53329
"431695 Santa Maria do Herval";530
"431720 Santa Rosa";13268
"431725 Santa Tereza";271
"431730 Santa Vitória do Palmar";1310
"431700 Santana da Boa Vista";69
"431740 Santiago";3830
"431750 Santo Ângelo";12845
"431760 Santo Antônio da Patrulha";3429
"431770 Santo Antônio das Missões";265
"431755 Santo Antônio do Palma";91
"431775 Santo Antônio do Planalto";125
"431780 Santo Augusto";1458
"431790 Santo Cristo";1228
"431795 Santo Expedito do Sul";87
"431800 São Borja";3723
"431805 São Domingos do Sul";169
"431810 São Francisco de Assis";709
"431820 São Francisco de Paula";1929
"431830 São Gabriel";2512
"431840 São Jerônimo";3746
"431842 São João da Urtiga";125
"431843 São João do Polêsine";233
"431844 São Jorge";75
"431845 São José das Missões";32
"431846 São José do Herval";65
"431848 São José do Hortêncio";387
"431849 São José do Inhacorá";369
"431850 São José do Norte";2634
"431860 São José do Ouro";405
"431861 São José do Sul";526
"431862 São José dos Ausentes";191
"431870 São Leopoldo";76635
"431880 São Lourenço do Sul";4746
"431890 São Luiz Gonzaga";2908
"431900 São Marcos";11403
"431910 São Martinho";443
"431912 São Martinho da Serra";69
"431915 São Miguel das Missões";436
"431920 São Nicolau";145
"431930 São Paulo das Missões";183
"431935 São Pedro da Serra";743
"431936 São Pedro das Missões";17
"431937 São Pedro do Butiá";350
"431940 São Pedro do Sul";891
"431950 São Sebastião do Caí";4245
"431960 São Sepé";1264
"431970 São Valentim";254
"431971 São Valentim do Sul";169
"431973 São Valério do Sul";26
"431975 São Vendelino";401
"431980 São Vicente do Sul";505
"431990 Sapiranga";10060
"432000 Sapucaia do Sul";42927
"432010 Sarandi";1971
"432020 Seberi";567
"432023 Sede Nova";124
"432026 Segredo";111
"432030 Selbach";665
"432032 Senador Salgado Filho";78
"432035 Sentinela do Sul";73
"432040 Serafina Corrêa";5096
"432045 Sério";63
"432050 Sertão";377
"432055 Sertão Santana";253
"432057 Sete de Setembro";244
"432060 Severiano de Almeida";205
"432065 Silveira Martins";197
"432067 Sinimbu";580
"432070 Sobradinho";916
"432080 Soledade";2326
"432085 Tabaí";553
"432090 Tapejara";1938
"432100 Tapera";1460
"432110 Tapes";1109
"432120 Taquara";9185
"432130 Taquari";6130
"432132 Taquaruçu do Sul";124
"432135 Tavares";146
"432140 Tenente Portela";2199
"432143 Terra de Areia";421
"432145 Teutônia";10309
"432146 Tio Hugo";237
"432147 Tiradentes do Sul";195
"432149 Toropi";56
"432150 Torres";4637
"432160 Tramandaí";5215
"432162 Travesseiro";113
"432163 Três Arroios";175
"432166 Três Cachoeiras";658
"432170 Três Coroas";3044
"432180 Três de Maio";4126
"432183 Três Forquilhas";38
"432185 Três Palmeiras";104
"432190 Três Passos";4196
"432195 Trindade do Sul";171
"432200 Triunfo";6239
"432210 Tucunduva";664
"432215 Tunas";48
"432218 Tupanci do Sul";35
"432220 Tupanciretã";2031
"432225 Tupandi";1000
"432230 Tuparendi";941
"432232 Turuçu";66
"432234 Ubiretama";25
"432235 União da Serra";92
"432237 Unistalda";23
"432240 Uruguaiana";11825
"432250 Vacaria";9858
"432253 Vale do Sol";955
"432254 Vale Real";2350
"432252 Vale Verde";145
"432255 Vanini";67
"432260 Venâncio Aires";14335
"432270 Vera Cruz";4422
"432280 Veranópolis";9972
"432285 Vespasiano Correa";201
"432290 Viadutos";349
"432300 Viamão";44820
"432310 Vicente Dutra";29
"432320 Victor Graeff";212
"432330 Vila Flores";1204
"432335 Vila Lângaro";43
"432340 Vila Maria";300
"432345 Vila Nova do Sul";52
"432350 Vista Alegre";100
"432360 Vista Alegre do Prata";102
"432370 Vista Gaúcha";152
"432375 Vitória das Missões";349
"432377 Westfalia";809
"432380 Xangri-lá";1923
"430000 Município ignorado - RS";30
"500020 Água Clara";4056
"500025 Alcinópolis";628
"500060 Amambai";4591
"500070 Anastácio";2120
"500080 Anaurilândia";1004
"500085 Angélica";4044
"500090 Antônio João";515
"500100 Aparecida do Taboado";5865
"500110 Aquidauana";5956
"500124 Aral Moreira";838
"500150 Bandeirantes";1035
"500190 Bataguassu";3349
"500200 Batayporã";1359
"500210 Bela Vista";1888
"500215 Bodoquena";859
"500220 Bonito";2332
"500230 Brasilândia";2160
"500240 Caarapó";6318
"500260 Camapuã";2757
"500270 Campo Grande";267928
"500280 Caracol";252
"500290 Cassilândia";4102
"500295 Chapadão do Sul";8293
"500310 Corguinho";361
"500315 Coronel Sapucaia";543
"500320 Corumbá";18557
"500325 Costa Rica";5941
"500330 Coxim";5515
"500345 Deodápolis";3690
"500348 Dois Irmãos do Buriti";542
"500350 Douradina";847
"500370 Dourados";79256
"500375 Eldorado";1376
"500380 Fátima do Sul";4499
"500390 Figueirão";437
"500400 Glória de Dourados";2707
"500410 Guia Lopes da Laguna";884
"500430 Iguatemi";1190
"500440 Inocência";1542
"500450 Itaporã";3665
"500460 Itaquiraí";2077
"500470 Ivinhema";8209
"500480 Japorã";161
"500490 Jaraguari";831
"500500 Jardim";3676
"500510 Jateí";1073
"500515 Juti";834
"500520 Ladário";3895
"500525 Laguna Carapã";1582
"500540 Maracaju";5713
"500560 Miranda";2282
"500568 Mundo Novo";2129
"500570 Naviraí";11605
"500580 Nioaque";725
"500600 Nova Alvorada do Sul";4926
"500620 Nova Andradina";9355
"500625 Novo Horizonte do Sul";1040
"500630 Paranaíba";10265
"500635 Paranhos";662
"500640 Pedro Gomes";1085
"500660 Ponta Porã";10121
"500690 Porto Murtinho";603
"500710 Ribas do Rio Pardo";8982
"500720 Rio Brilhante";7559
"500730 Rio Negro";710
"500740 Rio Verde de Mato Grosso";3563
"500750 Rochedo";360
"500755 Santa Rita do Pardo";772
"500769 São Gabriel do Oeste";6233
"500780 Selvíria";1825
"500770 Sete Quedas";1188
"500790 Sidrolândia";6652
"500793 Sonora";4682
"500795 Tacuru";691
"500797 Taquarussu";1098
"500800 Terenos";2384
"500830 Três Lagoas";45845
"500840 Vicentina";1764
"500000 Município ignorado - MS";80
"510010 Acorizal";1109
"510020 Água Boa";3401
"510025 Alta Floresta";4658
"510030 Alto Araguaia";2069
"510035 Alto Boa Vista";127
"510040 Alto Garças";1753
"510050 Alto Paraguai";289
"510060 Alto Taquari";2822
"510080 Apiacás";104
"510100 Araguaiana";79
"510120 Araguainha";22
"510125 Araputanga";1854
"510130 Arenápolis";1415
"510140 Aripuanã";1470
"510160 Barão de Melgaço";146
"510170 Barra do Bugres";5067
"510180 Barra do Garças";12064
"510185 Bom Jesus do Araguaia";108
"510190 Brasnorte";943
"510250 Cáceres";9984
"510260 Campinápolis";491
"510263 Campo Novo do Parecis";9816
"510267 Campo Verde";7412
"510268 Campos de Júlio";2519
"510269 Canabrava do Norte";36
"510270 Canarana";2320
"510279 Carlinda";214
"510285 Castanheira";133
"510300 Chapada dos Guimarães";1631
"510305 Cláudia";895
"510310 Cocalinho";194
"510320 Colíder";2146
"510325 Colniza";155
"510330 Comodoro";1086
"510335 Confresa";1384
"510336 Conquista D'Oeste";117
"510337 Cotriguaçu";163
"510340 Cuiabá";243424
"510343 Curvelândia";117
"510345 Denise";1887
"510350 Diamantino";3326
"510360 Dom Aquino";500
"510370 Feliz Natal";750
"510380 Figueirópolis D'Oeste";64
"510385 Gaúcha do Norte";437
"510390 General Carneiro";228
"510395 Glória D'Oeste";81
"510410 Guarantã do Norte";1369
"510420 Guiratinga";641
"510450 Indiavaí";62
"510452 Ipiranga do Norte";1036
"510454 Itanhangá";275
"510455 Itaúba";334
"510460 Itiquira";864
"510480 Jaciara";5453
"510490 Jangada";403
"510500 Jauru";572
"510510 Juara";2665
"510515 Juína";2193
"510517 Juruena";259
"510520 Juscimeira";1239
"510523 Lambari D'Oeste";228
"510525 Lucas do Rio Verde";22225
"510530 Luciara";45
"510558 Marcelândia";708
"510560 Matupá";1280
"510562 Mirassol d'Oeste";2650
"510590 Nobres";1621
"510600 Nortelândia";817
"510610 Nossa Senhora do Livramento";433
"510615 Nova Bandeirantes";122
"510620 Nova Brasilândia";211
"510621 Nova Canaã do Norte";428
"510880 Nova Guarita";120
"510618 Nova Lacerda";127
"510885 Nova Marilândia";648
"510890 Nova Maringá";367
"510895 Nova Monte Verde";179
"510622 Nova Mutum";13327
"510617 Nova Nazaré";35
"510623 Nova Olímpia";4859
"510619 Nova Santa Helena";179
"510624 Nova Ubiratã";1128
"510625 Nova Xavantina";3768
"510627 Novo Horizonte do Norte";82
"510626 Novo Mundo";132
"510631 Novo Santo Antônio";30
"510628 Novo São Joaquim";265
"510629 Paranaíta";280
"510630 Paranatinga";2025
"510637 Pedra Preta";2372
"510642 Peixoto de Azevedo";1158
"510645 Planalto da Serra";92
"510650 Poconé";2641
"510665 Pontal do Araguaia";574
"510670 Ponte Branca";56
"510675 Pontes e Lacerda";4692
"510677 Porto Alegre do Norte";575
"510680 Porto dos Gaúchos";517
"510682 Porto Esperidião";246
"510685 Porto Estrela";117
"510700 Poxoréo";855
"510704 Primavera do Leste";18791
"510706 Querência";2832
"510715 Reserva do Cabaçal";38
"510718 Ribeirão Cascalheira";330
"510719 Ribeirãozinho";207
"510720 Rio Branco";235
"510757 Rondolândia";14
"510760 Rondonópolis";54565
"510770 Rosário Oeste";879
"510775 Salto do Céu";43
"510724 Santa Carmem";561
"510774 Santa Cruz do Xingu";68
"510776 Santa Rita do Trivelato";730
"510777 Santa Terezinha";93
"510726 Santo Afonso";147
"510779 Santo Antônio do Leste";153
"510780 Santo Antônio do Leverger";1257
"510785 São Félix do Araguaia";608
"510729 São José do Povo";62
"510730 São José do Rio Claro";1159
"510735 São José do Xingu";164
"510710 São José dos Quatro Marcos";954
"510740 São Pedro da Cipa";366
"510787 Sapezal";9202
"510788 Serra Nova Dourada";2
"510790 Sinop";42097
"510792 Sorriso";21242
"510794 Tabaporã";1101
"510795 Tangará da Serra";21395
"510800 Tapurah";1671
"510805 Terra Nova do Norte";559
"510810 Tesouro";122
"510820 Torixoréu";599
"510830 União do Sul";162
"510835 Vale de São Domingos";41
"510840 Várzea Grande";48456
"510850 Vera";956
"510550 Vila Bela da Santíssima Trindade";393
"510860 Vila Rica";798
"510000 Município ignorado - MT";7
"520005 Abadia de Goiás";2944
"520010 Abadiânia";1704
"520013 Acreúna";6224
"520015 Adelândia";474
"520017 Água Fria de Goiás";376
"520020 Água Limpa";484
"520025 Águas Lindas de Goiás";10596
"520030 Alexânia";2272
"520050 Aloândia";406
"520055 Alto Horizonte";1902
"520060 Alto Paraíso de Goiás";742
"520080 Alvorada do Norte";898
"520082 Amaralina";159
"520085 Americano do Brasil";851
"520090 Amorinópolis";392
"520110 Anápolis";120776
"520120 Anhanguera";170
"520130 Anicuns";3474
"520140 Aparecida de Goiânia";138931
"520145 Aparecida do Rio Doce";282
"520150 Aporé";256
"520160 Araçu";1017
"520170 Aragarças";1645
"520180 Aragoiânia";1542
"520215 Araguapaz";656
"520235 Arenópolis";402
"520250 Aruanã";612
"520260 Aurilândia";691
"520280 Avelinópolis";420
"520310 Baliza";184
"520320 Barro Alto";5037
"520330 Bela Vista de Goiás";6090
"520340 Bom Jardim de Goiás";726
"520350 Bom Jesus de Goiás";6837
"520355 Bonfinópolis";1611
"520357 Bonópolis";203
"520360 Brazabrantes";665
"520380 Britânia";610
"520390 Buriti Alegre";2789
"520393 Buriti de Goiás";510
"520396 Buritinópolis";252
"520400 Cabeceiras";464
"520410 Cachoeira Alta";1560
"520420 Cachoeira de Goiás";247
"520425 Cachoeira Dourada";3136
"520430 Caçu";2998
"520440 Caiapônia";1659
"520450 Caldas Novas";18756
"520455 Caldazinha";694
"520460 Campestre de Goiás";557
"520465 Campinaçu";210
"520470 Campinorte";2731
"520480 Campo Alegre de Goiás";2019
"520485 Campo Limpo de Goiás";386
"520490 Campos Belos";3551
"520495 Campos Verdes";266
"520500 Carmo do Rio Verde";1903
"520505 Castelândia";336
"520510 Catalão";39621
"520520 Caturaí";795
"520530 Cavalcante";577
"520540 Ceres";7275
"520545 Cezarina";1770
"520547 Chapadão do Céu";3342
"520549 Cidade Ocidental";6398
"520551 Cocalzinho de Goiás";971
"520552 Colinas do Sul";300
"520570 Córrego do Ouro";412
"520580 Corumbá de Goiás";778
"520590 Corumbaíba";1867
"520620 Cristalina";4536
"520630 Cristianópolis";490
"520640 Crixás";6952
"520650 Cromínia";810
"520660 Cumari";621
"520670 Damianópolis";223
"520680 Damolândia";366
"520690 Davinópolis";209
"520710 Diorama";231
"520830 Divinópolis de Goiás";472
"520725 Doverlândia";587
"520735 Edealina";709
"520740 Edéia";3091
"520750 Estrela do Norte";533
"520753 Faina";495
"520760 Fazenda Nova";905
"520780 Firminópolis";2965
"520790 Flores de Goiás";359
"520800 Formosa";15110
"520810 Formoso";766
"520815 Gameleira de Goiás";253
"520840 Goianápolis";1660
"520850 Goiandira";1719
"520860 Goianésia";22381
"520870 Goiânia";721975
"520880 Goianira";8818
"520890 Goiás";5893
"520910 Goiatuba";8260
"520915 Gouvelândia";757
"520920 Guapó";3272
"520929 Guaraíta";204
"520940 Guarani de Goiás";444
"520945 Guarinos";292
"520960 Heitoraí";392
"520970 Hidrolândia";4610
"520980 Hidrolina";637
"520990 Iaciara";1137
"520993 Inaciolândia";412
"520995 Indiara";1880
"521000 Inhumas";11006
"521010 Ipameri";7049
"521015 Ipiranga de Goiás";243
"521020 Iporá";10394
"521030 Israelândia";502
"521040 Itaberaí";7202
"521056 Itaguari";812
"521060 Itaguaru";725
"521080 Itajá";412
"521090 Itapaci";2886
"521100 Itapirapuã";911
"521120 Itapuranga";4309
"521130 Itarumã";258
"521140 Itauçu";1531
"521150 Itumbiara";32246
"521160 Ivolândia";582
"521170 Jandaia";1750
"521180 Jaraguá";5242
"521190 Jataí";28643
"521200 Jaupaci";508
"521205 Jesúpolis";182
"521210 Joviânia";1534
"521220 Jussara";4827
"521225 Lagoa Santa";154
"521230 Leopoldo de Bulhões";1231
"521250 Luziânia";19363
"521260 Mairipotaba";373
"521270 Mambaí";377
"521280 Mara Rosa";1781
"521290 Marzagão";738
"521295 Matrinchã";675
"521300 Maurilândia";4832
"521305 Mimoso de Goiás";106
"521308 Minaçu";7256
"521310 Mineiros";21573
"521340 Moiporá";461
"521350 Monte Alegre de Goiás";691
"521370 Montes Claros de Goiás";767
"521375 Montividiu";2065
"521377 Montividiu do Norte";232
"521380 Morrinhos";12506
"521385 Morro Agudo de Goiás";699
"521390 Mossâmedes";625
"521400 Mozarlândia";1566
"521405 Mundo Novo";308
"521410 Mutunópolis";322
"521440 Nazário";2129
"521450 Nerópolis";7706
"521460 Niquelândia";6373
"521470 Nova América";533
"521480 Nova Aurora";542
"521483 Nova Crixás";1483
"521486 Nova Glória";1330
"521487 Nova Iguaçu de Goiás";564
"521490 Nova Roma";257
"521500 Nova Veneza";2027
"521520 Novo Brasil";667
"521523 Novo Gama";6167
"521525 Novo Planalto";430
"521530 Orizona";3729
"521540 Ouro Verde de Goiás";508
"521550 Ouvidor";2115
"521560 Padre Bernardo";1384
"521565 Palestina de Goiás";245
"521570 Palmeiras de Goiás";6912
"521580 Palmelo";473
"521590 Palminópolis";1086
"521600 Panamá";421
"521630 Paranaiguara";713
"521640 Paraúna";2180
"521645 Perolândia";1521
"521680 Petrolina de Goiás";1732
"521690 Pilar de Goiás";319
"521710 Piracanjuba";4097
"521720 Piranhas";2521
"521730 Pirenópolis";2608
"521740 Pires do Rio";10268
"521760 Planaltina";5310
"521770 Pontalina";2418
"521800 Porangatu";9201
"521805 Porteirão";938
"521810 Portelândia";530
"521830 Posse";4927
"521839 Professor Jamil";668
"521850 Quirinópolis";22131
"521860 Rialma";2774
"521870 Rianápolis";1089
"521878 Rio Quente";1084
"521880 Rio Verde";80735
"521890 Rubiataba";4264
"521900 Sanclerlândia";1607
"521910 Santa Bárbara de Goiás";699
"521920 Santa Cruz de Goiás";402
"521925 Santa Fé de Goiás";377
"521930 Santa Helena de Goiás";8948
"521935 Santa Isabel";1092
"521940 Santa Rita do Araguaia";1355
"521945 Santa Rita do Novo Destino";334
"521950 Santa Rosa de Goiás";454
"521960 Santa Tereza de Goiás";580
"521970 Santa Terezinha de Goiás";337
"521971 Santo Antônio da Barra";418
"521973 Santo Antônio de Goiás";1424
"521975 Santo Antônio do Descoberto";3473
"521980 São Domingos";777
"521990 São Francisco de Goiás";516
"522000 São João d'Aliança";515
"522005 São João da Paraúna";343
"522010 São Luís de Montes Belos";8713
"522015 São Luíz do Norte";684
"522020 São Miguel do Araguaia";3740
"522026 São Miguel do Passa Quatro";535
"522028 São Patrício";542
"522040 São Simão";2464
"522045 Senador Canedo";22960
"522050 Serranópolis";1115
"522060 Silvânia";4304
"522068 Simolândia";361
"522070 Sítio d'Abadia";104
"522100 Taquaral de Goiás";541
"522108 Teresina de Goiás";158
"522119 Terezópolis de Goiás";1052
"522130 Três Ranchos";471
"522140 Trindade";26468
"522145 Trombas";531
"522150 Turvânia";996
"522155 Turvelândia";931
"522157 Uirapuru";549
"522160 Uruaçu";8502
"522170 Uruana";3038
"522180 Urutaí";1253
"522185 Valparaíso de Goiás";23144
"522190 Varjão";776
"522200 Vianópolis";2959
"522205 Vicentinópolis";2177
"522220 Vila Boa";108
"522230 Vila Propício";375
"520000 Município ignorado - GO";44
"530010 Brasília";933958
"000000 Ignorado ou exterior";42255
"150475-Mojuí Dos Campos";171
"421265-Pescaria Brava";383
"422000-Balneário Rincão";1318
"431454-Pinto Bandeira";281
"500627 Paraíso Das Águas";76
"Total";50535255
